"Name","OverallScore","SyntaxValid","SyntaxErrors","DocScore","MissingSections","SecurityScore","SecurityIssues","ErrorHandlingScore","CodeQualityScore","Path"
"Dell BIOS Setting.ps1","65","False","1","100","","100","","100","50","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Dell BIOS Setting.ps1"
"Dell BIOS TPM Post Reboot.ps1","67","False","1","100","","100","","100","74","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Dell BIOS TPM Post Reboot.ps1"
"Dell BIOS TPM Pre Reboot.ps1","67","False","1","100","","100","","100","72","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Dell BIOS TPM Pre Reboot.ps1"
"Dell Download Driver Files.ps1","55","False","1","100","","70","Security risk: Contains pattern 'ConvertTo-SecureString.*-AsPlainText'","80","52","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\BIOS-Management\Dell Download Driver Files.ps1"
"Dell Getforcednetworkflag.ps1","64","False","1","100","","100","","80","84","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\BIOS-Management\Dell Getforcednetworkflag.ps1"
"Dell Install Driver Files.ps1","52","False","1","100","","70","Security risk: Contains pattern 'ConvertTo-SecureString.*-AsPlainText'","80","22","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\BIOS-Management\Dell Install Driver Files.ps1"
"Dell Intune App Publish.ps1","43","False","1","67",".EXAMPLE","70","Security risk: Contains pattern 'ConvertTo-SecureString.*-AsPlainText'","80","0","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Dell Intune App Publish.ps1"
"Dell Setforcednetworkflag.ps1","69","False","1","100","","100","","100","88","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\BIOS-Management\Dell Setforcednetworkflag.ps1"
"Dell Warranty Bulk.ps1","62","False","1","100","","60","Potential hardcoded credential detected","100","96","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\BIOS-Management\Dell Warranty Bulk.ps1"
"Detect (Case Conflict).ps1","57","False","1","67",".EXAMPLE","100","","70","100","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect (Case Conflict).ps1"
"Detect Acrobat 2017 Javascript.ps1","51","False","1","67",".EXAMPLE","100","","50","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Acrobat 2017 Javascript.ps1"
"Detect Acrobat Pro 11 Flash.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Acrobat Pro 11 Flash.ps1"
"Detect Acrobat Pro 11 Javascript.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Acrobat Pro 11 Javascript.ps1"
"Detect Adobe Dc Javascript.ps1","51","False","1","67",".EXAMPLE","100","","50","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Adobe Dc Javascript.ps1"
"Detect Adobe Reader Flash.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Adobe Reader Flash.ps1"
"Detect Adobe Reader Javascript.ps1","51","False","1","67",".EXAMPLE","100","","50","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Adobe Reader Javascript.ps1"
"Detect Chrome Outdated Plugins Disable.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Chrome Outdated Plugins Disable.ps1"
"Detect Chrome Third Party Cookie Setting.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Chrome Third Party Cookie Setting.ps1"
"Detect Dell BIOS Auto Power.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Dell BIOS Auto Power.ps1"
"Detect Dell Powershell Provider.ps1","57","False","1","67",".EXAMPLE","100","","80","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Dell Powershell Provider.ps1"
"Detect IP Source Routing.ps1","51","False","1","67",".EXAMPLE","100","","50","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect IP Source Routing.ps1"
"Detect IPv6 Source Routing.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect IPv6 Source Routing.ps1"
"Detect Lsa Protection Setting.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Lsa Protection Setting.ps1"
"Detect Netbios.ps1","47","False","1","67",".EXAMPLE","100","","30","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Netbios.ps1"
"Detect Pnp Admin Elevation Requirement.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Pnp Admin Elevation Requirement.ps1"
"Detect Real Time Protection Status.ps1","57","False","1","67",".EXAMPLE","100","","80","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Real Time Protection Status.ps1"
"Detect TPM Activation.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect TPM Activation.ps1"
"Detect TPM Security Enabled.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect TPM Security Enabled.ps1"
"Detect Winget.ps1","59","False","1","67",".EXAMPLE","100","","80","98","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect Winget.ps1"
"Detect.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detect.ps1"
"Detection.ps1","63","False","1","67",".EXAMPLE","100","","100","98","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Detection.ps1"
"Deviceconfiguration Add Assign.ps1","61","False","1","100","","100","","80","50","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Deviceconfiguration Add Assign.ps1"
"Deviceconfiguration Add.ps1","65","False","1","100","","100","","80","88","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Deviceconfiguration Add.ps1"
"Deviceconfiguration Export.ps1","64","False","1","100","","100","","80","82","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Deviceconfiguration Export.ps1"
"Deviceconfiguration Get Assign.ps1","62","False","1","100","","100","","80","58","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Deviceconfiguration Get Assign.ps1"
"Deviceconfiguration Get.ps1","63","False","1","100","","100","","80","74","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Deviceconfiguration Get.ps1"
"Deviceconfiguration Import Fromjson.ps1","64","False","1","100","","100","","80","84","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Deviceconfiguration Import Fromjson.ps1"
"Deviceconfiguration Remove.ps1","64","False","1","100","","100","","80","82","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Deviceconfiguration Remove.ps1"
"Deviceenrollmentrestrictions Get.ps1","65","False","1","100","","100","","80","88","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Deviceenrollmentrestrictions Get.ps1"
"Deviceenrollmentrestrictions Set.ps1","64","False","1","100","","100","","80","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Deviceenrollmentrestrictions Set.ps1"
"Devicemanagementscript Add Assign.ps1","62","False","1","100","","100","","80","64","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Devicemanagementscript Add Assign.ps1"
"Devicemanagementscript Add.ps1","64","False","1","100","","100","","80","82","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Devicemanagementscript Add.ps1"
"Devicemanagementscripts Get.ps1","64","False","1","100","","100","","80","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Devicemanagementscripts Get.ps1"
"Directoryroles Get.ps1","64","False","1","100","","100","","80","84","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Directoryroles Get.ps1"
"Disable Faststartup.ps1","60","False","1","100","","100","","50","100","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Remediation-Scripts\Disable Faststartup.ps1"
"Disable-FastStartup.ps1","60","False","1","100","","100","","50","100","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\Device-Management\Disable-FastStartup.ps1"
"Disk Space Check.ps1","59","False","1","100","","100","","50","94","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Disk Space Check.ps1"
"Enable Bitlocker.ps1","59","False","1","67",".EXAMPLE","100","","80","98","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Remediation-Scripts\Enable Bitlocker.ps1"
"Enable Bitlockerencryption.ps1","49","False","1","67",".EXAMPLE","100","","80","0","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Remediation-Scripts\Enable Bitlockerencryption.ps1"
"Enable Onedriveadal.ps1","41","False","1","67",".EXAMPLE","100","","0","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Remediation-Scripts\Enable Onedriveadal.ps1"
"EnableFullContextMenu.ps1","43","False","1","67",".EXAMPLE","100","","0","100","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\Device-Management\EnableFullContextMenu.ps1"
"Enablefullcontextmenu.ps1","41","False","1","67",".EXAMPLE","100","","0","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Remediation-Scripts\Enablefullcontextmenu.ps1"
"Encode File.ps1","57","False","1","67",".EXAMPLE","100","","70","100","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Encode File.ps1"
"Endpointsecuritypolicy Export.ps1","63","False","1","100","","100","","80","66","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Security-Hardening\Endpointsecuritypolicy Export.ps1"
"Endpointsecuritypolicy Get.ps1","63","False","1","100","","100","","80","72","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Security-Hardening\Endpointsecuritypolicy Get.ps1"
"Endpointsecuritypolicy Import Fromjson.ps1","63","False","1","100","","100","","80","66","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Security-Hardening\Endpointsecuritypolicy Import Fromjson.ps1"
"Endpointsecuritytemplates Get.ps1","65","False","1","100","","100","","80","88","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Security-Hardening\Endpointsecuritytemplates Get.ps1"
"Expiringcertjuly2020 All.ps1","64","False","1","100","","100","","80","84","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Expiringcertjuly2020 All.ps1"
"Expiringcertjuly2020 Android.ps1","64","False","1","100","","100","","80","84","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Expiringcertjuly2020 Android.ps1"
"Export Devicecompliance.ps1","57","False","1","67",".EXAMPLE","70","Security risk: Contains pattern 'ConvertTo-SecureString.*-AsPlainText'","100","94","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Export Devicecompliance.ps1"
"Export Excryptionkeys.ps1","63","False","1","67",".EXAMPLE","100","","100","96","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Export Excryptionkeys.ps1"
"Export Intunedata.ps1","56","False","1","100","","100","","80","0","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Export Intunedata.ps1"
"Export Intunedeviceconfigurationprofile.ps1","58","False","1","100","","100","","80","22","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Export Intunedeviceconfigurationprofile.ps1"
"Export Statedevices.ps1","41","False","1","67",".EXAMPLE","100","","0","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Export Statedevices.ps1"
"Find Device.ps1","61","False","1","67",".EXAMPLE","100","","100","74","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Find Device.ps1"
"Fixwinre.ps1","47","False","1","67",".EXAMPLE","100","","30","76","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Remediation-Scripts\Fixwinre.ps1"
"Fontinstall.ps1","57","False","1","67",".EXAMPLE","100","","70","100","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Fontinstall.ps1"
"Ga Adminconsent Set.ps1","65","False","1","100","","100","","80","88","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Ga Adminconsent Set.ps1"
"Get Aadgroup.ps1","63","False","1","100","","100","","80","70","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Get Aadgroup.ps1"
"Get Aadjoininformation.ps1","63","False","1","67",".EXAMPLE","100","","100","96","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Get Aadjoininformation.ps1"
"Get Androiddedicateddeviceprofiles.ps1","65","False","1","100","","100","","80","86","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Get Androiddedicateddeviceprofiles.ps1"
"Get Androiddedicateddeviceqrcode.ps1","64","False","1","100","","100","","80","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Get Androiddedicateddeviceqrcode.ps1"
"Get Androidworkprofileconfiguration.ps1","64","False","1","100","","100","","80","76","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Get Androidworkprofileconfiguration.ps1"
"Get Applemdmpushcertificateexpiration.ps1","57","False","1","67",".EXAMPLE","100","","80","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Get Applemdmpushcertificateexpiration.ps1"
"Get Asrstatus.ps1","49","False","1","67",".EXAMPLE","100","","30","100","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Get Asrstatus.ps1"
"Get Azureaddevicerecordsbyserialnumber.ps1","63","False","1","100","","100","","100","28","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Get Azureaddevicerecordsbyserialnumber.ps1"
"Get Azureblobitem.ps1","69","False","1","100","","100","","100","94","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Get Azureblobitem.ps1"
"Get Bitlockerencryptiondetection.ps1","41","False","1","67",".EXAMPLE","100","","0","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Get Bitlockerencryptiondetection.ps1"
"Get Exclusions.ps1","49","False","1","67",".EXAMPLE","100","","30","100","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Get Exclusions.ps1"
"Get Geocoordinate.ps1","63","False","1","67",".EXAMPLE","100","","100","94","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Get Geocoordinate.ps1"
"Get Installedantivirus.ps1","41","False","1","67",".EXAMPLE","100","","0","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Get Installedantivirus.ps1"
"Get Intuneiosmanagedappassignment.ps1","63","False","1","100","","100","","80","74","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Get Intuneiosmanagedappassignment.ps1"
"Get Intunemanageddevicebitlockerkeypresence.ps1","64","False","1","100","","100","","100","40","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Get Intunemanageddevicebitlockerkeypresence.ps1"
"Get MDMinformation.ps1","63","False","1","100","","100","","80","68","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Get MDMinformation.ps1"
"Get Msgraphauthenticationtoken.ps1","63","False","1","100","","100","","80","74","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Get Msgraphauthenticationtoken.ps1"
"Get Msintuneapp.ps1","63","False","1","100","","100","","80","66","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Get Msintuneapp.ps1"
"Get Msintunefeatureupdatedevicecompatibilityreportdetails.ps1","53","False","1","67",".EXAMPLE","100","","70","58","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Get Msintunefeatureupdatedevicecompatibilityreportdetails.ps1"
"Get Msintuneowneddevicesbyuser.ps1","63","False","1","100","","100","","80","70","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Get Msintuneowneddevicesbyuser.ps1"
"Get Scepcertificatedetection.ps1","41","False","1","67",".EXAMPLE","100","","0","74","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Get Scepcertificatedetection.ps1"
"Get Storeappinformation.ps1","62","False","1","100","","100","","70","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Get Storeappinformation.ps1"
"Get Syncfolder.ps1","61","False","1","67",".EXAMPLE","100","","100","74","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Get Syncfolder.ps1"
"Get Tenantinformation.ps1","60","False","1","100","","100","","80","42","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Get Tenantinformation.ps1"
